Group1,Chi HL 1,Busi HL 1,CS HL 1,Chi SL 1,Econ HL 1,Phy HL 1,Music SL 1,Bio SL 1
Group2,Math SL 1,Busi SL 1,Math HL 1,Chi SL 2,CS SL 1
Group3,Phy SL 1,Chem SL 1,Chem HL 1,CS SL 2,Math HL 2,Bio SL 2,Chi SL 3,Music SL 2,Econ HL 2
Group4,Bio HL 1,Art SL 1,Econ HL 3,Phy HL 2,Math HL 3
Group5,Econ SL 1,Chi SL 4,Math HL 4,CS SL 3,Bio SL 3,Econ HL 4
Group6,Eng A SL 1,Eng B HL 1
